,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cluster
6109,1,0,0,0,0.929577465,0,0,0,0,1,1,1,1,1,0.349751244,0.410841219,0,1,0,0,1,0,0,0,1,0,0,3
6110,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,1,0.066169154,0.003565659,0,1,0,0,1,0,0,0,1,0,0,3
6111,0,1,0,0,0.070422535,1,0,0,0,0,0,0,0,0,0.26318408,0.029736903,0,1,0,0,1,0,0,0,1,0,0,3
6112,0,0,1,1,0.985915493,1,1,1,1,1,1,1,1,1,0.952736318,0.941276252,0,0,1,0,0,0,1,1,0,0,0,2
6113,1,0,1,1,0.633802817,1,0,0,0,0,0,0,0,0,0.019900498,0.100571198,0,0,0,1,0,0,1,1,0,0,0,1
6114,1,0,0,0,0.056338028,1,0,1,0,0,1,0,0,0,0.354228856,0.027809832,1,1,0,0,1,0,0,0,1,0,0,3
6115,0,1,1,0,0.929577465,1,1,1,1,0,0,0,0,0,0.652736318,0.642741749,0,0,1,0,1,0,0,1,0,0,0,2
6116,0,0,0,1,0.028169014,1,0,0,0,0,0,0,0,0,0.019402985,0.003669513,0,0,0,1,1,0,0,1,0,0,0,1
6117,1,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.016915423,0.004523425,0,0,0,1,1,0,0,0,0,0,1,1
6118,0,1,1,0,0.718309859,1,1,1,0,1,0,1,1,1,0.855223881,0.640381952,1,0,1,0,1,0,0,0,0,1,0,0
6119,1,0,1,0,0.577464789,1,1,0,0,0,0,0,0,1,0.31840796,0.252117471,1,1,0,0,1,0,0,0,0,1,0,3
6120,0,0,1,1,0.690140845,1,0,0,0,0,0,0,0,1,0.020895522,0.106179321,0,0,0,1,0,1,0,0,0,0,1,1
6121,0,1,1,0,0.309859155,1,0,1,1,0,0,0,1,1,0.713930348,0.231398569,0,0,1,0,1,0,0,0,0,1,0,0
6122,1,0,1,1,0.929577465,0,0,1,1,1,1,1,0,0,0.357711443,0.416010847,0,1,0,0,0,0,1,0,1,0,0,2
6123,1,0,0,0,0.338028169,1,0,0,1,1,0,1,1,1,0.808457711,0.271203554,1,0,1,0,1,0,0,0,0,1,0,0
6124,1,1,1,0,0.535211268,1,0,1,1,0,0,1,1,0,0.804477612,0.445320794,0,0,1,0,0,1,0,0,0,0,1,2
6125,1,0,0,0,0.957746479,1,1,1,1,0,1,0,0,1,0.484079602,0.526090468,0,1,0,0,0,0,1,0,0,0,1,2
6126,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.075621891,0.000813524,0,1,0,0,0,1,0,0,0,0,1,3
6127,0,0,0,0,0.436619718,1,0,0,0,0,0,1,1,0,0.724378109,0.329183014,0,0,1,0,1,0,0,0,0,1,0,0
6128,1,0,0,0,0.112676056,1,0,0,0,0,0,0,0,0,0.524875622,0.075438495,1,0,1,0,1,0,0,0,0,1,0,0
6129,1,0,0,0,0.211267606,1,0,0,1,1,0,0,1,1,0.745771144,0.17942534,1,0,1,0,1,0,0,0,1,0,0,0
6130,0,0,1,1,0.830985915,1,0,0,0,0,0,0,0,1,0.026865672,0.144443803,0,0,0,1,0,0,1,1,0,0,0,1
6131,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,0.904975124,0.887681745,0,0,1,0,0,0,1,1,0,0,0,2
6132,0,0,1,0,0.056338028,1,0,0,0,0,0,0,0,0,0.010945274,0.012375952,1,0,0,1,1,0,0,0,0,0,1,1
6133,1,1,0,0,0.352112676,1,0,1,0,0,0,1,0,1,0.672139303,0.250963536,0,0,1,0,1,0,0,0,1,0,0,0
6134,0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.015920398,0.005279252,1,0,0,1,1,0,0,0,0,0,1,1
6135,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,1,0.013930348,0.001430879,0,0,0,1,1,0,0,0,0,1,0,1
6136,1,0,0,1,0.014084507,1,0,0,0,0,0,0,0,0,0.02238806,0.002244403,0,0,0,1,0,1,0,1,0,0,0,1
6137,1,0,0,0,0.492957746,1,1,1,0,1,1,1,1,1,0.710447761,0.384179552,0,1,0,0,0,1,0,0,1,0,0,2
6138,0,0,0,0,0.084507042,1,0,1,0,0,0,0,0,0,0.558208955,0.05940457,0,0,1,0,1,0,0,0,0,0,1,0
6139,1,1,1,0,0.830985915,0,0,0,1,0,0,1,1,1,0.310447761,0.333342949,0,1,0,0,0,0,1,0,1,0,0,3
6140,1,0,1,0,0.253521127,1,1,0,1,0,0,0,1,1,0.704975124,0.184860374,0,0,1,0,1,0,0,0,0,1,0,0
6141,0,1,1,0,0.61971831,1,1,1,0,1,1,0,1,0,0.566169154,0.399440342,0,1,0,0,0,0,1,0,1,0,0,2
6142,0,1,0,0,0.042253521,1,0,0,0,0,0,0,0,1,0.521393035,0.03173898,0,0,1,0,1,0,0,0,0,1,0,0
6143,1,0,1,1,0.422535211,1,1,0,0,1,1,1,1,1,0.855223881,0.372103623,1,0,1,0,1,0,0,0,0,1,0,0
6144,0,0,1,1,0.647887324,1,0,1,0,1,0,0,1,0,0.714427861,0.475236557,0,0,1,0,1,0,0,0,0,1,0,0
6145,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.606965174,0.006975537,1,0,1,0,1,0,0,0,0,1,0,0
6146,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.265174129,0.00301177,1,1,0,0,1,0,0,1,0,0,0,3
6147,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.011442786,6.92e-05,0,0,0,1,1,0,0,0,1,0,0,1
6148,1,1,1,1,0.816901408,1,1,0,0,1,0,0,1,1,0.701492537,0.615030002,0,0,1,0,1,0,0,0,1,0,0,0
6149,0,0,1,0,0.126760563,1,0,0,0,0,0,0,0,1,0.515920398,0.073949919,1,0,1,0,1,0,0,0,0,1,0,0
6150,0,1,0,0,0.478873239,1,1,1,0,0,0,0,1,0,0.723880597,0.364839603,0,0,1,0,1,0,0,0,1,0,0,0
6151,0,0,0,0,0.042253521,0,0,0,0,1,0,0,0,1,0.113432836,0.011504731,1,1,0,0,1,0,0,0,0,1,0,3
6152,0,0,1,1,0.436619718,1,0,1,1,0,0,0,1,1,0.721890547,0.346763213,0,0,1,0,0,1,0,0,0,1,0,2
6153,0,0,0,0,0.591549296,1,1,0,1,0,0,0,0,1,0.593034826,0.386227787,1,0,1,0,1,0,0,0,0,1,0,0
6154,0,0,0,0,0.042253521,1,0,0,0,0,0,0,1,0,0.358706468,0.020366951,1,1,0,0,1,0,0,0,0,1,0,3
6155,1,1,1,0,0.746478873,1,0,0,0,0,0,0,0,1,0.006965174,0.116812832,0,0,0,1,0,0,1,0,0,0,1,1
6156,1,1,0,0,0.14084507,1,1,0,0,0,0,1,1,1,0.765174129,0.112952919,1,0,1,0,1,0,0,1,0,0,0,0
6157,1,1,0,0,0.915492958,1,1,1,0,0,0,1,1,1,0.837313433,0.744639972,0,0,1,0,0,0,1,1,0,0,0,2
6158,0,0,1,1,0.845070423,1,1,0,0,1,0,1,1,1,0.812437811,0.718041772,0,0,1,0,0,1,0,0,0,1,0,2
6159,0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.700995025,0.74804408,0,1,0,0,0,0,1,0,1,0,0,2
6160,0,0,1,1,0.605633803,0,0,0,0,1,1,1,1,1,0.358706468,0.265208862,0,1,0,0,0,1,0,0,0,1,0,3
6161,0,0,0,0,0.563380282,1,1,0,0,1,0,0,0,1,0.372636816,0.25602931,0,1,0,0,1,0,0,1,0,0,0,3
6162,0,0,1,0,0.690140845,1,1,1,0,1,0,1,1,1,0.852736318,0.601488576,0,0,1,0,0,1,0,0,0,1,0,2
6163,0,0,1,0,0.647887324,1,1,1,0,1,1,1,1,1,0.921393035,0.606623586,1,0,1,0,0,1,0,0,1,0,0,2
6164,0,0,1,1,0.098591549,1,0,0,0,0,0,0,0,0,0.018905473,0.016928225,0,0,0,1,0,0,1,0,0,0,1,1
6165,0,0,0,0,0.23943662,1,0,0,0,0,0,0,0,0,0.017910448,0.039199169,0,0,0,1,1,0,0,0,0,0,1,1
6166,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.733333333,0.761147011,0,1,0,0,0,0,1,0,1,0,0,2
6167,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.619402985,0.007119778,1,0,1,0,1,0,0,0,0,1,0,0
6168,1,1,0,0,0.577464789,1,1,0,0,1,0,0,0,0,0.372139303,0.277284791,0,1,0,0,1,0,0,0,0,1,0,3
6169,1,1,0,0,0.23943662,1,0,0,1,0,0,0,0,1,0.561691542,0.147219017,0,0,1,0,1,0,0,0,0,1,0,0
6170,1,0,0,1,0.169014085,1,1,0,1,1,0,1,1,1,0.854726368,0.147738288,0,0,1,0,0,1,0,0,1,0,0,2
6171,1,0,1,1,0.943661972,1,1,0,1,0,1,0,0,1,0.650746269,0.659427648,0,0,1,0,0,1,0,1,0,0,0,2
6172,0,0,0,0,0.042253521,1,1,0,0,0,0,0,0,1,0.53681592,0.033089084,1,0,1,0,1,0,0,1,0,0,0,0
6173,0,0,0,0,0.957746479,1,1,1,1,1,0,1,1,1,0.913432836,0.855290792,0,0,1,0,0,0,1,0,1,0,0,2
6174,0,0,0,0,0.225352113,1,0,0,0,0,1,0,0,0,0.330845771,0.101742442,1,1,0,0,1,0,0,0,0,0,1,3
6175,0,0,1,1,0.338028169,1,1,0,0,0,0,0,0,0,0.072139303,0.070597738,0,0,0,1,0,0,1,0,1,0,0,1
6176,0,1,0,0,0.591549296,1,0,0,0,0,0,1,1,1,0.709452736,0.442874452,1,0,1,0,1,0,0,0,0,0,1,0
6177,1,0,1,1,0.816901408,1,0,0,0,0,0,0,0,0,0.012437811,0.138916455,0,0,0,1,0,0,1,0,1,0,0,1
6178,1,1,0,0,0.056338028,1,0,1,1,0,0,0,0,0,0.621393035,0.041080083,0,0,1,0,1,0,0,0,0,1,0,0
6179,0,0,1,1,0.281690141,1,1,1,1,0,1,1,0,0,0.589552239,0.185345027,1,1,0,0,0,1,0,0,0,0,1,3
6180,1,0,1,1,0.957746479,1,1,1,1,1,1,1,0,1,0.864179104,0.832679437,0,0,1,0,0,1,0,0,1,0,0,2
6181,0,0,0,0,0.169014085,0,0,0,0,0,0,0,0,1,0.068656716,0.036123933,0,1,0,0,1,0,0,1,0,0,0,3
6182,0,0,1,0,0.577464789,1,1,0,1,1,0,1,0,1,0.766169154,0.454713824,1,0,1,0,1,0,0,1,0,0,0,0
6183,0,0,1,0,0.718309859,1,1,0,1,0,1,0,1,1,0.770149254,0.584998846,0,0,1,0,1,0,0,0,1,0,0,2
6184,0,1,0,0,0.633802817,1,0,1,0,0,0,0,1,0,0.664179104,0.455873529,1,0,1,0,1,0,0,0,0,1,0,0
6185,0,0,1,0,0.845070423,1,1,1,1,1,1,0,1,1,0.62238806,0.558741057,0,1,0,0,0,0,1,1,0,0,0,2
6186,0,0,0,0,0.394366197,0,0,0,0,0,0,0,0,1,0.065671642,0.088766444,0,1,0,0,0,1,0,0,0,0,1,3
6187,1,0,0,1,0.338028169,1,0,0,1,0,1,0,0,1,0.36318408,0.143959151,0,1,0,0,0,1,0,0,1,0,0,3
6188,1,0,1,1,0.056338028,1,0,0,0,0,1,1,0,1,0.671641791,0.052175167,1,0,1,0,1,0,0,0,0,1,0,0
6189,0,0,0,0,0.197183099,0,0,0,0,1,0,1,1,0,0.323383085,0.077244403,0,1,0,0,0,1,0,0,0,1,0,3
6190,1,0,1,1,0.253521127,1,0,0,0,0,0,0,0,0,0.018905473,0.042568659,0,0,0,1,0,0,1,0,0,0,1,1
6191,0,0,0,0,0.605633803,1,0,0,0,0,0,0,0,0,0.017910448,0.095366951,0,0,0,1,0,0,1,0,0,0,1,1
6192,1,1,0,0,0.070422535,1,1,0,1,0,0,1,1,1,0.7960199,0.062520194,1,0,1,0,1,0,0,0,0,1,0,0
6193,0,0,1,1,0.802816901,1,1,1,1,1,1,0,0,0,0.530845771,0.485973921,0,1,0,0,0,0,1,0,1,0,0,2
6194,0,0,1,1,0.85915493,1,0,1,1,0,0,0,0,1,0.628855721,0.572842142,0,0,1,0,0,1,0,0,1,0,0,2
6195,1,0,1,1,0.971830986,0,0,0,1,1,1,1,1,1,0.399502488,0.472461343,0,1,0,0,0,1,0,1,0,0,0,2
6196,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0.074129353,0.000796215,1,1,0,0,1,0,0,0,0,0,1,3
6197,0,0,1,1,0.126760563,0,0,1,1,1,1,0,1,0,0.352736318,0.057950612,0,1,0,0,0,0,1,0,1,0,0,3
6198,0,0,0,0,0.352112676,1,0,0,0,0,0,0,0,1,0.013432836,0.052279021,0,0,0,1,0,1,0,1,0,0,0,1
6199,0,0,0,0,0.915492958,1,1,0,1,0,0,0,1,0,0.707960199,0.687525964,0,0,1,0,1,0,0,0,1,0,0,0
6200,1,0,1,1,0.084507042,1,0,0,0,0,0,0,0,1,0.504975124,0.056323563,1,0,1,0,1,0,0,0,0,1,0,0
6201,0,0,1,1,0.704225352,1,1,0,1,0,1,0,0,0,0.656218905,0.493993769,0,0,1,0,0,1,0,1,0,0,0,2
6202,0,0,1,1,1.0,1,1,1,1,1,1,1,0,1,0.874129353,0.868889915,0,0,1,0,0,0,1,0,1,0,0,2
6203,0,0,0,0,0.901408451,1,1,0,0,0,0,0,0,0,0.074626866,0.188777983,0,0,0,1,0,0,1,0,0,0,1,1
6204,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.276616915,0.007102469,1,1,0,0,1,0,0,1,0,0,0,3
6205,0,0,0,1,0.971830986,1,1,1,1,0,1,0,0,0,0.464676617,0.52304408,0,1,0,0,0,1,0,1,0,0,0,2
6206,0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.668656716,0.716443573,0,1,0,0,0,0,1,0,1,0,0,2
6207,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.017910448,0.000144242,0,0,0,1,1,0,0,0,0,0,1,1
6208,1,1,1,0,0.0,1,0,0,1,0,0,0,0,1,0.578606965,0.006646665,1,0,1,0,1,0,0,0,0,0,1,0
6209,1,0,0,0,0.056338028,1,1,0,0,1,0,1,1,1,0.81840796,0.057142857,1,0,1,0,1,0,0,0,0,1,0,0
6210,0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.024378109,0.004465728,0,0,0,1,1,0,0,0,0,0,1,1
6211,0,0,0,0,0.802816901,1,1,0,0,0,0,0,0,1,0.070149254,0.167960997,0,0,0,1,0,0,1,0,1,0,0,1
6212,0,1,1,1,0.295774648,0,0,1,0,0,0,0,1,0,0.216915423,0.099399954,1,1,0,0,1,0,0,0,0,0,1,3
6213,0,1,1,0,0.450704225,1,1,0,1,0,0,1,1,1,0.819402985,0.375196169,0,0,1,0,1,0,0,1,0,0,0,0
6214,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.514427861,0.005902377,1,0,1,0,1,0,0,0,0,1,0,0
6215,0,1,1,0,0.746478873,1,1,0,0,0,0,0,0,0,0.554726368,0.450075006,0,0,1,0,1,0,0,1,0,0,0,0
6216,0,0,1,0,1.0,1,1,0,1,0,0,1,1,1,0.807462687,0.838552966,0,0,1,0,0,0,1,0,0,1,0,2
6217,0,0,0,1,0.0,1,1,0,0,0,0,1,1,1,0.746766169,0.008596815,1,0,1,0,1,0,0,0,0,1,0,0
6218,0,0,0,0,0.028169014,1,0,0,0,1,0,0,0,1,0.307462687,0.017337872,1,1,0,0,1,0,0,0,0,1,0,3
6219,1,0,1,1,1.0,1,1,1,1,1,1,0,1,0,0.887562189,0.881548581,0,0,1,0,0,0,1,0,1,0,0,2
6220,1,0,1,1,1.0,1,1,1,1,1,0,1,1,1,0.650248756,0.685495038,0,1,0,0,0,0,1,0,1,0,0,2
6221,0,1,1,0,0.746478873,1,1,0,0,1,0,1,1,1,0.8039801,0.608919917,0,0,1,0,1,0,0,0,1,0,0,0
6222,1,0,1,0,0.816901408,1,1,0,1,0,1,1,1,1,0.615422886,0.539395338,0,1,0,0,0,1,0,0,0,1,0,2
6223,0,0,0,0,0.746478873,1,0,1,1,0,0,1,0,1,0.468159204,0.4031964,0,1,0,0,0,0,1,1,0,0,0,2
6224,0,0,0,0,0.830985915,1,1,0,0,1,0,1,0,1,0.709452736,0.601477037,0,0,1,0,0,0,1,0,0,1,0,2
6225,1,0,1,0,0.830985915,0,0,0,1,1,1,1,1,0,0.423383085,0.41364528,0,1,0,0,0,0,1,0,1,0,0,2
6226,0,0,0,0,0.028169014,1,1,0,0,0,0,0,0,0,0.559701493,0.022922917,0,0,1,0,1,0,0,0,0,1,0,0
6227,1,0,1,0,0.957746479,1,1,1,0,0,0,1,1,0,0.804975124,0.791201246,0,0,1,0,0,0,1,1,0,0,0,2
6228,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.009950249,5.19e-05,0,0,0,1,1,0,0,0,0,1,0,1
6229,0,0,1,1,0.690140845,0,0,1,0,0,0,1,0,1,0.210945274,0.231081237,0,1,0,0,1,0,0,0,1,0,0,3
6230,1,0,0,0,0.774647887,0,0,0,0,0,0,1,1,1,0.264676617,0.293809139,0,1,0,0,1,0,0,0,1,0,0,3
6231,1,0,1,0,0.830985915,1,0,1,0,0,1,1,1,1,0.785572139,0.64539003,0,0,1,0,0,0,1,0,0,1,0,2
6232,0,1,1,0,0.957746479,1,1,1,0,1,1,1,1,1,0.91840796,0.875986614,0,0,1,0,0,1,0,0,0,0,1,2
6233,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0.167164179,0.001875144,1,1,0,0,1,0,0,0,0,0,1,3
6234,1,1,0,0,0.0,1,0,0,1,0,0,0,0,1,0.544776119,0.006254327,1,0,1,0,1,0,0,0,0,1,0,0
6235,1,0,1,0,0.028169014,1,0,0,0,0,0,0,0,1,0.01641791,0.003109855,0,0,0,1,1,0,0,0,0,0,1,1
6236,0,0,1,1,0.830985915,1,0,0,1,0,1,1,1,0,0.584079602,0.522172859,0,1,0,0,0,0,1,1,0,0,0,2
6237,1,0,0,0,0.169014085,0,0,0,0,1,1,0,0,0,0.170646766,0.049803831,0,1,0,0,0,0,1,0,0,0,1,3
6238,0,0,1,1,0.85915493,1,0,0,0,0,0,0,0,0,0.021890547,0.147536349,0,0,0,1,0,0,1,1,0,0,0,1
6239,1,0,0,0,0.61971831,1,1,1,1,0,0,0,1,0,0.781094527,0.510495038,0,0,1,0,0,1,0,1,0,0,0,2
6240,1,0,0,0,0.338028169,0,0,0,0,1,1,1,1,0,0.357711443,0.16205285,0,1,0,0,0,1,0,0,0,1,0,3
6241,0,0,0,0,0.605633803,1,0,0,0,1,1,1,1,0,0.814427861,0.503063697,0,0,1,0,0,0,1,1,0,0,0,2
6242,1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,1,0.268656716,0.006392799,0,1,0,0,1,0,0,0,0,0,1,3
6243,0,1,0,0,0.450704225,1,1,0,1,1,0,0,0,1,0.652736318,0.311273944,1,0,1,0,1,0,0,0,1,0,0,0
6244,1,0,0,0,0.295774648,1,0,0,0,0,0,0,0,0,0.025870647,0.049832679,0,0,0,1,0,1,0,1,0,0,0,1
6245,1,0,0,0,0.478873239,0,0,0,0,1,1,0,0,1,0.151243781,0.13351604,0,1,0,0,1,0,0,0,0,0,1,3
6246,1,0,1,1,0.394366197,1,0,0,0,0,0,0,0,0,0.019402985,0.062312486,0,0,0,1,0,0,1,0,0,0,1,1
6247,0,1,1,0,0.366197183,1,1,1,0,1,0,0,0,1,0.673134328,0.254015694,0,0,1,0,0,1,0,0,0,1,0,0
6248,0,0,0,1,0.746478873,1,0,0,1,1,1,0,0,1,0.425373134,0.376673206,0,1,0,0,0,1,0,0,0,1,0,3
6249,1,1,0,0,0.014084507,1,0,0,0,0,0,0,0,1,0.521393035,0.014256866,1,0,1,0,1,0,0,0,0,1,0,0
6250,0,0,0,0,0.788732394,1,1,0,0,0,0,1,0,1,0.683084577,0.567787907,0,0,1,0,0,1,0,0,0,1,0,0
6251,0,0,0,0,0.85915493,1,1,1,1,1,1,0,0,0,0.508955224,0.486810524,0,1,0,0,0,0,1,1,0,0,0,2
6252,1,0,1,1,0.197183099,1,0,0,0,0,0,0,0,0,0.020895522,0.036597046,0,0,0,1,0,1,0,0,1,0,0,1
6253,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.020895522,0.001661666,1,0,0,1,1,0,0,0,0,0,1,1
6254,1,0,1,0,0.971830986,1,1,0,0,1,1,1,1,1,0.856218905,0.827336718,0,0,1,0,0,0,1,1,0,0,0,2
6255,1,0,1,1,0.281690141,1,0,0,0,0,0,0,0,1,0.265671642,0.104713824,0,1,0,0,1,0,0,0,0,1,0,3
6256,1,0,0,1,0.309859155,1,0,0,0,0,1,0,0,1,0.310447761,0.126996307,0,1,0,0,0,1,0,0,0,1,0,3
6257,0,0,0,0,0.070422535,1,0,0,0,0,0,0,0,0,0.023383085,0.011285483,0,0,0,1,0,1,0,0,0,0,1,1
6258,0,0,1,1,0.042253521,1,0,0,0,0,0,0,0,0,0.012935323,0.005769675,0,0,0,1,0,0,1,0,1,0,0,1
6259,1,0,0,0,0.028169014,1,0,1,0,1,0,1,1,1,0.803482587,0.030994692,1,0,1,0,1,0,0,0,1,0,0,0
6260,1,0,0,0,0.309859155,1,1,0,0,0,0,1,1,1,0.748756219,0.268030233,0,0,1,0,1,0,0,0,0,1,0,0
6261,0,0,0,0,0.352112676,0,0,1,0,0,1,1,1,0,0.36119403,0.155094623,0,1,0,0,0,1,0,0,1,0,0,3
6262,1,0,0,1,0.098591549,1,0,0,0,0,0,0,0,0,0.017910448,0.016708978,0,0,0,1,1,0,0,0,0,0,1,1
6263,0,0,0,0,0.352112676,1,1,0,0,0,0,0,1,1,0.653731343,0.257950612,1,0,1,0,1,0,0,0,0,1,0,0
6264,0,0,0,0,0.014084507,1,1,0,1,0,0,0,0,1,0.608955224,0.014579968,0,0,1,0,1,0,0,0,0,1,0,0
6265,0,0,0,0,0.929577465,1,1,1,1,1,1,1,1,0,0.974626866,0.892395569,1,0,1,0,0,0,1,0,1,0,0,2
6266,1,0,1,0,0.985915493,1,1,0,0,0,0,1,1,1,0.750746269,0.757737134,1,0,1,0,0,0,1,1,0,0,0,2
6267,1,0,0,0,0.816901408,1,1,1,1,1,1,0,1,0,0.612935323,0.550115393,0,1,0,0,0,1,0,0,1,0,0,2
6268,0,0,1,1,0.535211268,1,1,0,0,1,0,1,1,0,0.813432836,0.44042811,0,0,1,0,0,1,0,0,0,1,0,2
6269,0,0,0,1,0.281690141,1,0,0,0,0,0,0,0,0,0.013432836,0.043641819,0,0,0,1,0,0,1,0,0,0,1,1
6270,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.014427861,0.000103854,1,0,0,1,1,0,0,0,0,0,1,1
6271,1,0,1,1,0.661971831,1,0,0,0,0,0,0,0,0,0.019402985,0.116368567,0,0,0,1,0,0,1,1,0,0,0,1
6272,1,1,1,0,0.422535211,0,0,1,1,1,0,0,1,1,0.319900498,0.180163859,0,1,0,0,0,1,0,0,1,0,0,3
6273,1,0,1,1,0.887323944,1,1,1,1,1,1,1,1,0,0.946268657,0.831288945,0,0,1,0,0,1,0,0,0,1,0,2
6274,0,0,1,1,0.633802817,1,1,0,1,0,0,0,0,1,0.614427861,0.432829448,0,0,1,0,1,0,0,1,0,0,0,0
6275,1,0,0,0,0.718309859,1,1,0,0,1,1,1,1,1,0.623880597,0.486400877,0,1,0,0,0,0,1,1,0,0,0,2
6276,1,0,1,1,0.929577465,1,1,0,0,0,0,0,0,1,0.066169154,0.191720517,0,0,0,1,0,0,1,0,0,0,1,1
6277,1,1,0,0,0.929577465,1,1,0,1,0,0,0,0,0,0.364676617,0.427729056,0,1,0,0,1,0,0,0,0,1,0,3
6278,1,0,0,0,0.056338028,1,1,0,0,0,0,0,0,0,0.570149254,0.04556312,1,0,1,0,1,0,0,0,0,1,0,0
6279,1,0,1,0,0.985915493,1,1,0,1,1,1,1,1,0,0.905472637,0.887249019,0,0,1,0,0,0,1,0,0,1,0,2
6280,1,0,0,0,0.112676056,1,0,0,0,0,0,1,0,1,0.591044776,0.080238865,1,0,1,0,1,0,0,1,0,0,0,0
6281,1,1,0,0,0.352112676,1,1,1,1,0,0,0,1,1,0.763681592,0.28599123,1,0,1,0,1,0,0,0,0,1,0,0
6282,0,0,0,0,0.985915493,1,1,1,1,1,1,1,1,1,0.975621891,0.956698592,0,0,1,0,0,1,0,1,0,0,0,2
6283,1,0,0,0,0.436619718,1,0,0,0,0,0,0,0,0,0.01641791,0.067245557,0,0,0,1,1,0,0,1,0,0,0,1
6284,1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.51840796,0.013899146,0,0,1,0,1,0,0,0,0,1,0,0
6285,1,0,1,0,0.985915493,1,1,0,0,0,0,0,0,0,0.073134328,0.215722363,0,0,0,1,0,0,1,0,1,0,0,1
6286,1,0,0,0,0.830985915,0,0,1,0,1,0,0,1,1,0.260696517,0.317920609,0,1,0,0,0,1,0,0,0,1,0,3
6287,1,1,0,0,0.76056338,1,1,0,0,1,0,1,1,1,0.814925373,0.622080545,0,0,1,0,0,1,0,0,0,1,0,2
6288,0,0,0,0,0.746478873,1,0,1,1,0,1,1,1,1,0.867164179,0.649042234,1,0,1,0,0,1,0,0,1,0,0,2
6289,0,0,0,0,0.014084507,1,0,0,0,1,0,1,1,1,0.772139303,0.020643896,1,0,1,0,1,0,0,0,0,1,0,0
6290,1,0,0,0,0.070422535,1,1,0,0,0,0,0,0,1,0.553233831,0.044138011,0,0,1,0,1,0,0,0,0,0,1,0
6291,1,0,1,1,0.661971831,1,0,1,1,1,0,0,1,1,0.515920398,0.371520886,0,1,0,0,0,0,1,0,1,0,0,2
6292,0,0,1,1,0.873239437,1,1,0,0,0,0,0,0,0,0.069651741,0.179350335,0,0,0,1,0,0,1,0,0,0,1,1
6293,0,0,0,0,0.0,1,1,0,1,0,0,0,0,1,0.605970149,0.006963997,1,0,1,0,1,0,0,0,0,1,0,0
6294,0,0,0,1,0.154929577,1,0,0,0,0,0,0,0,0,0.027860697,0.025040388,0,0,0,1,1,0,0,0,1,0,0,1
6295,0,1,1,0,0.746478873,0,0,0,0,0,0,0,0,1,0.066666667,0.15531387,0,1,0,0,1,0,0,1,0,0,0,3
6296,1,0,1,1,0.408450704,1,0,0,0,1,1,1,0,1,0.460199005,0.226903993,0,1,0,0,0,1,0,0,0,1,0,3
6297,1,0,1,0,0.408450704,1,0,0,0,0,0,0,0,0,0.013930348,0.073511424,1,0,0,1,1,0,0,1,0,0,0,1
6298,1,0,0,0,0.042253521,1,0,0,0,0,0,1,0,1,0.604477612,0.032812139,1,0,1,0,1,0,0,0,0,1,0,0
6299,1,0,0,0,0.549295775,1,1,0,0,1,1,1,1,1,0.872636816,0.498084468,0,0,1,0,0,1,0,0,1,0,0,2
6300,1,0,1,1,0.112676056,1,0,0,0,0,1,0,0,1,0.573134328,0.072547888,0,0,1,0,1,0,0,0,0,1,0,0
6301,1,0,1,1,0.225352113,1,0,1,0,0,1,1,0,0,0.732338308,0.179511886,1,0,1,0,1,0,0,0,0,1,0,0
6302,1,0,0,0,0.85915493,0,0,0,1,1,0,0,1,1,0.252238806,0.315012693,0,1,0,0,0,0,1,0,1,0,0,3
